,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1355,102.0,7,1968,1992,143.0,0,570,698,1920,3,1,487,0,98,170000
1356,0.0,5,1966,1966,65.0,340,864,0,892,1,0,264,0,0,110000
1357,0.0,5,1971,2008,0.0,734,1078,0,1078,1,1,500,0,0,149900
1358,0.0,6,2000,2000,216.0,378,756,804,1573,2,0,440,0,32,177500
1359,129.0,9,2004,2005,66.0,1447,1980,0,1980,2,1,770,194,45,315000
1360,51.0,5,1921,1998,0.0,0,612,1611,2601,3,0,621,183,0,189000
1361,124.0,7,2005,2005,16.0,1274,1530,0,1530,2,1,430,168,36,260000
1362,0.0,4,1920,2007,0.0,0,715,457,1738,2,1,368,55,0,104900
1363,73.0,6,2006,2007,0.0,0,616,796,1412,2,1,432,0,36,156932
1364,30.0,7,2005,2005,0.0,0,600,600,1200,2,0,480,0,166,144152
1365,0.0,7,2000,2000,0.0,533,814,860,1674,2,0,663,0,96,216000
1366,68.0,7,1999,1999,158.0,633,873,908,1790,2,0,588,0,88,193000
1367,41.0,5,1977,1977,0.0,548,757,550,1475,2,1,336,104,26,127000
1368,0.0,6,2003,2004,170.0,685,848,0,848,1,0,420,140,0,144000
1369,48.0,8,2003,2003,171.0,370,1657,0,1668,2,1,502,0,262,232000
1370,90.0,4,1920,1950,0.0,315,840,534,1374,1,0,338,0,0,105000
1371,80.0,6,1955,1996,0.0,831,992,0,1661,1,1,377,0,28,165500
1372,75.0,7,1998,1998,0.0,975,1108,989,2097,2,1,583,253,170,274300
1373,0.0,10,2001,2002,705.0,1282,2633,0,2633,2,2,804,314,140,466500
1374,85.0,7,2005,2005,0.0,0,1026,932,1958,2,1,936,154,210,250000
1375,89.0,8,2007,2007,80.0,0,1571,0,1571,2,1,722,100,36,239000
1376,52.0,6,1930,1950,0.0,384,768,0,790,1,0,160,0,141,91000
1377,60.0,5,1941,1960,0.0,408,984,620,1604,2,0,660,0,68,117000
1378,21.0,6,1973,1973,408.0,309,483,504,987,1,0,264,72,0,83000
1379,73.0,5,2006,2007,0.0,0,384,640,1394,2,0,400,100,0,167500
1380,45.0,3,1914,1950,0.0,203,864,0,864,1,0,200,0,0,58500
1381,0.0,6,1970,1970,0.0,865,1205,0,2117,2,2,550,0,42,237500
1382,60.0,7,1920,1950,0.0,0,596,764,1762,1,0,576,36,0,157000
1383,0.0,5,1918,2007,0.0,0,816,0,1416,2,0,576,0,0,112000
1384,60.0,6,1939,1950,0.0,204,560,560,1258,1,0,280,0,0,105000
1385,40.0,4,1922,2007,0.0,735,796,358,1154,1,0,240,0,96,125500
1386,80.0,7,1978,1978,184.0,790,1392,1392,2784,3,2,564,0,112,250000
1387,60.0,6,1916,1950,0.0,168,714,862,2526,2,1,216,88,15,136000
1388,42.0,9,2006,2007,160.0,1320,1746,0,1746,2,2,758,201,39,377500
1389,60.0,6,1941,1950,0.0,375,735,349,1218,1,1,440,0,0,131000
1390,70.0,7,2000,2000,244.0,1400,1525,0,1525,2,0,541,219,36,235000
1391,65.0,5,1967,1967,0.0,0,1584,0,1584,2,0,792,0,152,124000
1392,68.0,5,1967,1967,0.0,769,864,0,900,1,1,288,175,144,123000
1393,60.0,6,1905,2000,0.0,0,482,691,1912,2,1,672,0,25,163000
1394,53.0,7,2006,2006,45.0,1070,1356,0,1500,2,1,648,161,20,246578
1395,88.0,8,2005,2006,245.0,0,1094,1349,2482,2,1,642,144,39,281213
1396,0.0,5,1948,1950,0.0,353,747,0,1687,1,2,572,0,0,160000
1397,51.0,5,1920,2004,0.0,0,939,574,1513,1,0,180,24,0,137500
1398,60.0,5,1950,1982,0.0,180,1208,768,1904,1,0,240,0,0,138000
1399,51.0,6,1925,1990,0.0,264,976,448,1608,2,1,216,147,16,137450
1400,50.0,6,1929,1950,0.0,0,862,208,1158,1,1,208,0,0,120000
1401,62.0,6,2004,2004,0.0,759,839,729,1593,2,1,398,100,75,193000
1402,64.0,7,2006,2006,0.0,0,1286,0,1294,2,1,662,168,55,193879
1403,49.0,8,2007,2007,84.0,929,1485,0,1464,2,0,754,168,160,282922
1404,60.0,3,1915,1950,0.0,0,672,520,1214,1,0,936,216,0,105000
1405,44.0,8,2004,2005,174.0,1373,1594,0,1646,2,1,482,128,53,275000
1406,70.0,5,1972,2007,0.0,656,768,0,768,1,0,396,58,0,133000
1407,0.0,5,1985,1985,0.0,625,833,0,833,1,0,0,0,0,112000
1408,60.0,4,1910,1950,0.0,0,622,622,1363,1,0,528,0,0,125500
1409,46.0,7,1986,1991,123.0,0,791,857,2093,2,1,542,364,63,215000
1410,79.0,7,2001,2001,0.0,666,944,896,1840,2,0,622,0,45,230000
1411,80.0,6,1950,2005,0.0,120,856,556,1668,1,0,271,0,0,140000
1412,60.0,4,1949,1950,0.0,0,0,0,1040,2,0,420,0,0,90000
1413,88.0,8,2005,2006,366.0,976,1844,0,1844,2,1,620,165,44,257000
1414,64.0,6,1923,2000,0.0,0,833,795,1848,1,1,370,0,0,207000
1415,51.0,7,2007,2007,130.0,988,1386,0,1569,2,1,660,143,20,175900
1416,60.0,4,1885,1950,0.0,0,777,1044,2290,2,0,560,0,0,122500
1417,0.0,8,1998,1998,731.0,781,1284,1140,2450,2,1,1069,0,126,340000
1418,71.0,5,1963,1963,0.0,25,1144,0,1144,1,0,336,0,88,124000
1419,0.0,6,1969,1969,312.0,1110,1844,0,1844,2,1,540,0,73,223000
1420,90.0,6,1968,1968,420.0,404,708,708,1416,2,1,776,0,169,179900
1421,53.0,6,1977,1977,0.0,360,1069,0,1069,2,1,440,0,55,127500
1422,37.0,6,2003,2003,170.0,686,848,0,848,1,0,420,140,0,136500
1423,0.0,6,1966,1966,0.0,0,697,626,2201,2,1,432,586,236,274970
1424,0.0,5,1958,1983,0.0,457,1024,0,1344,1,1,484,316,28,144000
1425,80.0,6,1959,1959,243.0,0,1252,0,1252,1,0,528,0,39,142000
1426,81.0,7,1994,1994,448.0,1000,1223,904,2127,2,2,525,171,132,271000
1427,60.0,5,1945,1950,0.0,580,913,510,1558,1,1,288,0,0,140000
1428,60.0,5,1940,1992,294.0,510,788,0,804,1,2,240,0,0,119000
1429,0.0,6,1981,1981,310.0,678,1440,0,1440,2,1,467,0,0,182900
1430,60.0,5,2005,2005,0.0,0,732,1104,1838,2,1,372,100,40,192140
1431,0.0,6,1976,1976,0.0,958,958,0,958,2,0,440,0,60,143750
1432,60.0,4,1927,2007,0.0,0,656,0,968,2,0,216,0,0,64500
1433,93.0,6,2000,2000,318.0,0,936,830,1792,2,1,451,0,0,186500
1434,80.0,5,1977,1977,0.0,936,1126,0,1126,2,1,484,295,41,160000
1435,80.0,6,1962,2005,237.0,0,1319,0,1537,1,1,462,0,36,174000
1436,60.0,4,1971,1971,0.0,616,864,0,864,1,0,528,0,0,120500
1437,96.0,8,2008,2008,426.0,1336,1932,0,1932,2,1,774,0,66,394617
1438,90.0,6,1957,1996,0.0,600,912,0,1236,1,0,923,0,158,149700
1439,80.0,7,1979,1979,96.0,315,539,685,1725,2,1,550,0,88,197000
1440,79.0,6,1922,1994,0.0,0,588,748,2555,2,1,672,431,0,191000
1441,0.0,6,2004,2004,147.0,697,848,0,848,1,1,420,149,0,149300
1442,85.0,10,2008,2008,160.0,765,1017,981,2007,2,1,812,168,52,310000
1443,0.0,6,1916,1950,0.0,0,952,0,952,1,1,192,0,98,121000
1444,63.0,7,2004,2004,106.0,0,1422,0,1422,2,0,626,192,60,179600
1445,70.0,6,1966,1966,0.0,187,814,0,913,1,0,240,0,0,129000
1446,0.0,5,1962,1962,189.0,593,1188,0,1188,1,0,312,261,39,157900
1447,80.0,8,1995,1996,438.0,1079,1220,870,2090,2,1,556,0,65,240000
1448,70.0,4,1910,2000,0.0,0,560,550,1346,1,0,384,168,24,112000
1449,21.0,5,1970,1970,0.0,553,630,0,630,1,0,0,0,0,92000
1450,60.0,5,1974,1974,0.0,0,896,896,1792,2,0,0,32,45,136000
1451,78.0,8,2008,2009,194.0,0,1573,0,1578,2,1,840,0,36,287090
1452,35.0,5,2005,2005,80.0,547,547,0,1072,1,0,525,0,28,145000
1453,90.0,5,2006,2006,0.0,0,1140,0,1140,1,0,0,36,56,84500
1454,62.0,7,2004,2005,0.0,410,1221,0,1221,2,0,400,0,113,185000
1455,62.0,6,1999,2000,0.0,0,953,694,1647,2,1,460,0,40,175000
1456,85.0,6,1978,1988,119.0,790,1542,0,2073,2,2,500,349,0,210000
1457,66.0,7,1941,2006,0.0,275,1152,1152,2340,2,2,252,0,60,266500
1458,68.0,5,1950,1996,0.0,49,1078,0,1078,1,0,240,366,0,142125
1459,75.0,5,1965,1965,0.0,830,1256,0,1256,1,0,276,736,68,147500
